State,Issuer_Name,Issuer_ID,Metal_Level,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Gold,33749,4953,18,**,**,0,0,**,6621,959,297,0,40,0,0,622,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,4543,647
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Silver,33749,4953,18,**,**,0,0,**,577,85,18,0,**,0,**,62,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,403,42
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Bronze Expanded,33749,4953,18,**,**,0,0,**,7380,1097,146,0,42,0,**,908,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,7834,779
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Catastrophic,33749,4953,18,**,**,0,0,**,197,21,**,0,**,0,0,13,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,246,71
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Platinum,33749,4953,18,**,**,0,0,**,3475,476,173,0,24,0,0,279,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,1356,211
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Silver,33749,4953,18,**,**,0,0,**,6930,919,183,0,36,0,**,8072,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,4284,516
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Gold,33749,4953,18,**,**,0,0,**,2606,426,86,0,**,0,0,332,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,2370,277
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Gold,33749,4953,18,**,**,0,0,**,1118,231,32,0,**,0,**,188,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,1202,172
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Silver,33749,4953,18,**,**,0,0,**,1356,284,45,0,**,0,0,234,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,1135,157
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Bronze,33749,4953,18,**,**,0,0,**,1556,182,48,0,**,0,0,128,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,1288,176
VA,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",95185,Bronze Expanded,33749,4953,18,**,**,0,0,**,1692,263,39,0,**,0,0,216,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95639&:refresh,1434,215
WI,"MercyCare HMO, Inc.",58326,Silver,225044,22447,31,17,54.84,0,0,**,31007,3318,292,264,602,**,0,2405,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12195&:refresh,475,44
WI,"MercyCare HMO, Inc.",58326,Bronze,225044,22447,31,17,54.84,0,0,**,5125,733,28,100,306,0,0,380,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12195&:refresh,211,40
WI,"MercyCare HMO, Inc.",58326,Gold,225044,22447,31,17,54.84,0,0,**,24096,1927,203,164,490,**,0,1234,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12195&:refresh,410,29
WI,"MercyCare HMO, Inc.",58326,Silver,225044,22447,31,17,54.84,0,0,**,15822,1701,176,74,323,0,0,1205,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12195&:refresh,204,24
WI,Group Health Cooperative of South Central Wisconsin,94529,Platinum,78648,12468,**,**,**,0,0,**,2908,471,95,20,96,0,0,261,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,81,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,2844,203,**,35,35,0,0,126,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,142,19
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze Expanded,78648,12468,**,**,**,0,0,**,779,148,18,**,19,0,0,110,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,66,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Platinum,78648,12468,**,**,**,0,0,**,5740,707,155,**,89,0,0,462,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,163,24
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,4291,290,55,**,29,0,0,202,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,192,20
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze Expanded,78648,12468,**,**,**,0,0,**,1069,164,**,**,43,0,0,109,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,96,16
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze Expanded,78648,12468,**,**,**,0,0,**,913,155,20,0,27,0,0,108,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,42,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze Expanded,78648,12468,**,**,**,0,0,**,2047,247,19,**,67,0,0,161,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,71,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,2666,483,114,**,100,0,0,266,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,42,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,3984,584,108,**,154,0,0,322,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,123,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,5955,966,154,**,193,0,0,616,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,143,12
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze Expanded,78648,12468,**,**,**,0,0,**,2222,178,45,**,38,0,0,95,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,170,27
WI,Group Health Cooperative of South Central Wisconsin,94529,Catastrophic,78648,12468,**,**,**,0,0,**,1102,130,**,**,24,0,0,102,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,69,25
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,2358,322,32,**,91,0,0,198,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,72,11
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze Expanded,78648,12468,**,**,**,0,0,**,1911,298,39,27,64,0,0,178,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,76,12
WI,Group Health Cooperative of South Central Wisconsin,94529,Platinum,78648,12468,**,**,**,0,0,**,4041,352,74,17,67,0,0,195,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,130,14
WI,Group Health Cooperative of South Central Wisconsin,94529,Platinum,78648,12468,**,**,**,0,0,**,6872,770,132,28,161,0,0,451,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,252,41
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze,78648,12468,**,**,**,0,0,**,1230,239,30,17,47,0,0,150,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,55,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Bronze,78648,12468,**,**,**,0,0,**,1397,185,46,**,32,0,0,106,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,91,19
WI,Group Health Cooperative of South Central Wisconsin,94529,Silver,78648,12468,**,**,**,0,0,**,3721,721,107,16,144,0,0,456,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,47,*
WI,Group Health Cooperative of South Central Wisconsin,94529,Silver,78648,12468,**,**,**,0,0,**,5129,1037,51,16,201,0,0,779,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,73,11
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,2076,237,43,49,39,0,0,109,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,177,27
WI,Group Health Cooperative of South Central Wisconsin,94529,Gold,78648,12468,**,**,**,0,0,**,4070,250,70,**,39,0,0,140,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,301,52
WI,Children's Community Health Plan ,14630,Bronze Expanded,202934,19062,357,185,51.82,12,**,**,49204,4658,286,987,995,**,0,3454,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13739&:refresh,4964,746
WI,Children's Community Health Plan ,14630,Silver,202934,19062,357,185,51.82,12,**,**,5343,438,20,73,100,0,0,321,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13739&:refresh,303,39
WI,Children's Community Health Plan ,14630,Silver,202934,19062,357,185,51.82,12,**,**,101463,9893,427,1426,2142,**,0,7505,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13739&:refresh,6158,739
WI,Children's Community Health Plan ,14630,Gold,202934,19062,357,185,51.82,12,**,**,18877,1643,89,288,424,**,0,1167,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13739&:refresh,919,104
WI,Children's Community Health Plan ,14630,Bronze Expanded,202934,19062,357,185,51.82,12,**,**,18853,1550,105,301,326,0,0,1145,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13739&:refresh,1375,164
WI,Children's Community Health Plan ,14630,Silver,202934,19062,357,185,51.82,12,**,**,8737,823,20,105,187,0,0,624,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13739&:refresh,521,61
WI,Children's Community Health Plan ,14630,Catastrophic,202934,19062,357,185,51.82,12,**,**,457,57,**,13,**,0,0,41,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13739&:refresh,58,16
WI,Common Ground Healthcare Cooperative,87416,Gold,1969968,230792,193,62,32.12,**,**,**,20458,2234,152,171,387,83,81,1614,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,329,42
WI,Common Ground Healthcare Cooperative,87416,Silver,1969968,230792,193,62,32.12,**,**,**,24709,3179,149,210,160,88,48,2859,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,351,42
WI,Common Ground Healthcare Cooperative,87416,Catastrophic,1969968,230792,193,62,32.12,**,**,**,8508,1592,236,182,368,96,109,984,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,571,135
WI,Common Ground Healthcare Cooperative,87416,Bronze Expanded,1969968,230792,193,62,32.12,**,**,**,247493,38935,6543,1859,3741,4778,1586,28028,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,8069,1169
WI,Common Ground Healthcare Cooperative,87416,Bronze Expanded,1969968,230792,193,62,32.12,**,**,**,25675,3433,668,182,379,465,200,2339,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,818,123
WI,Common Ground Healthcare Cooperative,87416,Bronze Expanded,1969968,230792,193,62,32.12,**,**,**,166473,23035,3741,1505,2223,2858,829,16556,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,4281,435
WI,Common Ground Healthcare Cooperative,87416,Silver,1969968,230792,193,62,32.12,**,**,**,1476652,158384,7450,10317,12346,5330,1744,134292,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,27019,2803
WI,Network Health Plan,81413,Bronze Expanded,161833,17964,**,**,**,0,0,**,5479,521,176,22,26,0,0,297,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,181,14
WI,Network Health Plan,81413,Bronze Expanded,161833,17964,**,**,**,0,0,**,12046,1373,243,27,70,0,0,1033,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,336,44
WI,Network Health Plan,81413,Silver,161833,17964,**,**,**,0,0,**,2282,285,59,**,19,0,0,203,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,46,*
WI,Network Health Plan,81413,Gold,161833,17964,**,**,**,0,0,**,2300,226,98,**,17,0,0,109,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,67,*
WI,Network Health Plan,81413,Gold,161833,17964,**,**,**,0,0,**,719,47,11,**,**,0,0,29,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,*,*
WI,Network Health Plan,81413,Bronze Expanded,161833,17964,**,**,**,0,0,**,16054,1826,424,121,117,0,0,1164,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,419,52
WI,Network Health Plan,81413,Bronze Expanded,161833,17964,**,**,**,0,0,**,26893,3691,747,238,317,0,0,2389,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,789,116
WI,Network Health Plan,81413,Silver,161833,17964,**,**,**,0,0,**,7801,994,175,22,158,0,0,639,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,115,14
WI,Network Health Plan,81413,Gold,161833,17964,**,**,**,0,0,**,8881,1086,296,84,100,0,0,606,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,177,25
WI,Network Health Plan,81413,Gold,161833,17964,**,**,**,0,0,**,2509,381,124,11,33,0,0,213,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,54,*
WI,"Security Health Plan of Wisconsin, Inc.",38166,Catastrophic,408351,44808,108,54,50,**,0,0,1385,333,**,**,**,**,0,412,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,72,15
WI,"Security Health Plan of Wisconsin, Inc.",38166,Bronze,408351,44808,108,54,50,**,0,0,41808,5524,167,399,206,61,0,7778,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,1506,190
WI,"Security Health Plan of Wisconsin, Inc.",38166,Silver,408351,44808,108,54,50,**,0,0,8999,1035,**,82,27,31,0,1516,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,167,20
WI,"Security Health Plan of Wisconsin, Inc.",38166,Bronze Expanded,408351,44808,108,54,50,**,0,0,102654,9917,381,669,438,181,**,13970,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,3193,352
WI,"Security Health Plan of Wisconsin, Inc.",38166,Gold,408351,44808,108,54,50,**,0,0,86664,9228,330,486,366,147,**,13512,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,1745,210
WI,"Security Health Plan of Wisconsin, Inc.",38166,Gold,408351,44808,108,54,50,**,0,0,47118,5697,175,875,222,33,**,8250,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,1007,133
WI,"Security Health Plan of Wisconsin, Inc.",38166,Silver,408351,44808,108,54,50,**,0,0,6138,699,22,61,19,**,0,1032,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,131,*
WI,"Security Health Plan of Wisconsin, Inc.",38166,Bronze Expanded,408351,44808,108,54,50,**,0,0,67462,6853,225,1473,395,46,**,9647,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,1974,197
WI,"Security Health Plan of Wisconsin, Inc.",38166,Bronze,408351,44808,108,54,50,**,0,0,42600,5075,157,1283,236,24,0,7718,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,1209,179
WI,"Security Health Plan of Wisconsin, Inc.",38166,Catastrophic,408351,44808,108,54,50,**,0,0,865,106,**,28,**,0,0,153,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,77,14
WI,HealthPartners Insurance Company,20173,Gold,169135,11116,**,**,**,0,0,**,0,**,0,0,0,0,0,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,67,*
WI,HealthPartners Insurance Company,20173,Bronze Expanded,169135,11116,**,**,**,0,0,**,7662,436,118,0,186,0,0,132,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,193,25
WI,HealthPartners Insurance Company,20173,Catastrophic,169135,11116,**,**,**,0,0,**,87,**,0,0,0,0,0,**,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,*,*
WI,HealthPartners Insurance Company,20173,Silver,169135,11116,**,**,**,0,0,**,5727,439,177,0,138,0,0,124,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,116,12
WI,HealthPartners Insurance Company,20173,Gold,169135,11116,**,**,**,0,0,**,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,408,53
WI,HealthPartners Insurance Company,20173,Silver,169135,11116,**,**,**,0,0,**,15450,754,85,0,224,0,**,444,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,317,33
WI,HealthPartners Insurance Company,20173,Bronze Expanded,169135,11116,**,**,**,0,0,**,11312,748,38,0,189,0,0,521,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,457,55
WI,HealthPartners Insurance Company,20173,Catastrophic,169135,11116,**,**,**,0,0,**,262,19,**,0,**,0,0,16,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,15,*
WI,HealthPartners Insurance Company,20173,Silver,169135,11116,**,**,**,0,0,**,35780,2713,291,0,661,0,**,1758,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,859,99
WI,HealthPartners Insurance Company,20173,Bronze Expanded,169135,11116,**,**,**,0,0,**,41110,2674,259,0,842,0,**,1572,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,1569,150
WI,HealthPartners Insurance Company,20173,Silver,169135,11116,**,**,**,0,0,**,4258,387,108,0,52,0,0,227,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,89,*
